id,created_at,text
812012842316660736,2016-12-22 19:12:02
810941243471593472,2016-12-19 20:13:53
810903415240949760,2016-12-19 17:43:34
808450410201706496,2016-12-12 23:16:12
807962818272235521,2016-12-11 14:58:41
807783548665139200,2016-12-11 03:06:20
807608167186264064,2016-12-10 15:29:26
806621829238575112,2016-12-07 22:10:05
806534236136243200,2016-12-07 16:22:01
806533412593041410,2016-12-07 16:18:44
806528727601577984,2016-12-07 16:00:07
806259658881110016,2016-12-06 22:10:56
806192022315008000,2016-12-06 17:42:11
804336724004499457,2016-12-01 14:49:53
803264274684579840,2016-11-28 15:48:21
803263219934654464,2016-11-28 15:44:10
803262643599458304,2016-11-28 15:41:52
803259598501191681,2016-11-28 15:29:46
803258657404227584,2016-11-28 15:26:02
803258371453448192,2016-11-28 15:24:54
802971251539116033,2016-11-27 20:23:59
802590709165473792,2016-11-26 19:11:51
802578431640735744,2016-11-26 18:23:03
802577859290210304,2016-11-26 18:20:47
802577081964068864,2016-11-26 18:17:42
802577052910161920,2016-11-26 18:17:35
802576925520695300,2016-11-26 18:17:04
802576197460889600,2016-11-26 18:14:11
802573997133139968,2016-11-26 18:05:26
802573940430348288,2016-11-26 18:05:13
802569762651901953,2016-11-26 17:48:37
802569016061460481,2016-11-26 17:45:39
802568614603878405,2016-11-26 17:44:03
802547948043108352,2016-11-26 16:21:56
802546178072215553,2016-11-26 16:14:54
802544942199386112,2016-11-26 16:09:59
802544532160212994,2016-11-26 16:08:21
802541618783883264,2016-11-26 15:56:47
802539193226379264,2016-11-26 15:47:08
801787610926616576,2016-11-24 14:00:37
801453646114328576,2016-11-23 15:53:34
798944560944742400,2016-11-16 17:43:21
798695756488212480,2016-11-16 01:14:42
797544209297403904,2016-11-12 20:58:51
797117193167183872,2016-11-11 16:42:03
796937690587496449,2016-11-11 04:48:46
796216286179164161,2016-11-09 05:02:10
796190109905420289,2016-11-09 03:18:09
796112319747067905,2016-11-08 22:09:02
796036565101322240,2016-11-08 17:08:01
795998681925292037,2016-11-08 14:37:29
795993325899841540,2016-11-08 14:16:12
795959103369707521,2016-11-08 12:00:13
795950732004433920,2016-11-08 11:26:57
795810753576112128,2016-11-08 02:10:43
795810683279577088,2016-11-08 02:10:26
795810635615531008,2016-11-08 02:10:15
795810595098554373,2016-11-08 02:10:05
795807073095323650,2016-11-08 01:56:06
795739616313835520,2016-11-07 21:28:03
795681477052731392,2016-11-07 17:37:01
795681397470064641,2016-11-07 17:36:42
795643233078484992,2016-11-07 15:05:03
795612843135668224,2016-11-07 13:04:18
795577574042824704,2016-11-07 10:44:09
795452384285753344,2016-11-07 02:26:41
795452319295045632,2016-11-07 02:26:26
795446784197873664,2016-11-07 02:04:26
795446437601509376,2016-11-07 02:03:04
795344864309342209,2016-11-06 19:19:27
795344630158098432,2016-11-06 19:18:31
795342704070840320,2016-11-06 19:10:52
795329811745009664,2016-11-06 18:19:38
795329766886952960,2016-11-06 18:19:27
795329698305863682,2016-11-06 18:19:11
795329679557267456,2016-11-06 18:19:06
795329665242173440,2016-11-06 18:19:03
795329650352357376,2016-11-06 18:18:59
795315249322795008,2016-11-06 17:21:46
795092482606383108,2016-11-06 02:36:34
795024430774816768,2016-11-05 22:06:09
795022441768685568,2016-11-05 21:58:15
794999467363672065,2016-11-05 20:26:58
794964502638981120,2016-11-05 18:08:01
794959354889965568,2016-11-05 17:47:34
794958487860154368,2016-11-05 17:44:07
794947668040675329,2016-11-05 17:01:08
794946947593437184,2016-11-05 16:58:16
794928250686357504,2016-11-05 15:43:58
794915145315221504,2016-11-05 14:51:54
794708396343758848,2016-11-05 01:10:21
794708385052721156,2016-11-05 01:10:18
794708372113293312,2016-11-05 01:10:15
794708361556193281,2016-11-05 01:10:13
794702987755143168,2016-11-05 00:48:51
794678729125593088,2016-11-04 23:12:28
794630411221659658,2016-11-04 20:00:28
794603374435934209,2016-11-04 18:13:02
794555694703779840,2016-11-04 15:03:34
794539462181187584,2016-11-04 13:59:04
794341417090949120,2016-11-04 00:52:06
794340936633479168,2016-11-04 00:50:12
794338831562633216,2016-11-04 00:41:50
794338334520786946,2016-11-04 00:39:51
794294412478205957,2016-11-03 21:45:19
794261795208888325,2016-11-03 19:35:43
794254486374060032,2016-11-03 19:06:40
794241053134123008,2016-11-03 18:13:18
794234102052364289,2016-11-03 17:45:40
794226143087865856,2016-11-03 17:14:03
794212104123203584,2016-11-03 16:18:16
794184961494380545,2016-11-03 14:30:24
794005306674212864,2016-11-03 02:36:31
793966465871388672,2016-11-03 00:02:11
793950140977401856,2016-11-02 22:57:19
793947923671175168,2016-11-02 22:48:30
793869812560691200,2016-11-02 17:38:07
793849212920291328,2016-11-02 16:16:16
793841603991306241,2016-11-02 15:46:01
793822197936590849,2016-11-02 14:28:55
793609619633569792,2016-11-02 00:24:12
793575591391825920,2016-11-01 22:08:59
793510855287578624,2016-11-01 17:51:45
793478416355827712,2016-11-01 15:42:51
793210990301032448,2016-10-31 22:00:11
793177476121755648,2016-10-31 19:47:01
793159858736418816,2016-10-31 18:37:01
793138721893724160,2016-10-31 17:13:01
793126398583934976,2016-10-31 16:24:03
792847045916708865,2016-10-30 21:54:00
792388033144360960,2016-10-29 15:30:03
792090312944398336,2016-10-28 19:47:01
791728014631505920,2016-10-27 19:47:22
791651282024960000,2016-10-27 14:42:28
791440531838504960,2016-10-27 00:45:01
791431885163524096,2016-10-27 00:10:40
791428487085166592,2016-10-26 23:57:10
791426896038952961,2016-10-26 23:50:50
791426162702573569,2016-10-26 23:47:55
791419953794592769,2016-10-26 23:23:15
791407059182899206,2016-10-26 22:32:01
791365536558960640,2016-10-26 19:47:01
791297841230548992,2016-10-26 15:18:01
790923889698156544,2016-10-25 14:32:04
790629278681444352,2016-10-24 19:01:23
789556918868070400,2016-10-21 20:00:13
789500001407774720,2016-10-21 16:14:03
789243054582435840,2016-10-20 23:13:02
789191712874782720,2016-10-20 19:49:01
789165660655849472,2016-10-20 18:05:30
788809525612523520,2016-10-19 18:30:20
788416872400031744,2016-10-18 16:30:05
788394968792444928,2016-10-18 15:03:02
788101780814962688,2016-10-17 19:38:01
788053219196833792,2016-10-17 16:25:03
787382568412811264,2016-10-15 20:00:07
787358828954124288,2016-10-15 18:25:47
787358813754056704,2016-10-15 18:25:44
787358745240084480,2016-10-15 18:25:27
787358667565772800,2016-10-15 18:25:09
786657807500087297,2016-10-13 20:00:11
786626315688353793,2016-10-13 17:55:03
786278277849559041,2016-10-12 18:52:04
785488326417539077,2016-10-10 14:33:05
784793304009506816,2016-10-08 16:31:19
784566254271094788,2016-10-08 01:29:06
784492231407304704,2016-10-07 20:34:57
784480529819328513,2016-10-07 19:48:27
784454683368841220,2016-10-07 18:05:45
784452419233128448,2016-10-07 17:56:45
784381043608465408,2016-10-07 13:13:08
784378812033228800,2016-10-07 13:04:16
784377853299175424,2016-10-07 13:00:27
784371959257640963,2016-10-07 12:37:02
784124318108180480,2016-10-06 20:13:00
784093807524483072,2016-10-06 18:11:46
784056972077305857,2016-10-06 15:45:23
784056964527554560,2016-10-06 15:45:22
784053965142970368,2016-10-06 15:33:26
784053954254561280,2016-10-06 15:33:24
784053944087486468,2016-10-06 15:33:21
784053930032443392,2016-10-06 15:33:18
784053921987702785,2016-10-06 15:33:16
784047119820730368,2016-10-06 15:06:14
784047109133643777,2016-10-06 15:06:12
784025919094607872,2016-10-06 13:42:00
784018969023934464,2016-10-06 13:14:23
784018940414472192,2016-10-06 13:14:16
783717142470332416,2016-10-05 17:15:02
783679892881670144,2016-10-05 14:47:01
783678232826671104,2016-10-05 14:40:25
783343589313089536,2016-10-04 16:30:40
783330048833097728,2016-10-04 15:36:51
783329336736768001,2016-10-04 15:34:02
783329080200404996,2016-10-04 15:33:00
783328944724533249,2016-10-04 15:32:28
783008969736409088,2016-10-03 18:21:00
782929436739903488,2016-10-03 13:04:58
782925477333782528,2016-10-03 12:49:14
782690896244531201,2016-10-02 21:17:06
